inchikey,smiles_canonical,smiles_original,cas,name,chembl_id,endpoint,value,value_units,value_log,value_class,species,species_taxonomy,test_type,exposure_route,exposure_duration_h,effect,source,source_ref,source_record_id,year_reported,aggregation_n,aggregation_method,aggregation_cv,quality_flags
WSLDOOZREJYCGB-UHFFFAOYSA-N,ClCCCl,ClCCCl,107-06-2,,,daphnia_acute_ec50,159.05772445701265,mg/L,-2.789533934449272,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2708074,2023,7,geomean,0.44253106124328556,
ZPQOPVIELGIULI-UHFFFAOYSA-N,Clc1cccc(Cl)c1,Clc1cccc(Cl)c1,541-73-1,,,daphnia_acute_ec50,3.776181582704825,mg/L,-4.587207779354655,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2388733,2017,5,geomean,0.4517374123480998,
AVFZOVWCLRSYKC-UHFFFAOYSA-N,CN1CCCC1,CN1CCCC1,120-94-5,,,daphnia_acute_ec50,36.40690606798456,mg/L,-3.368690408691902,,Daphnia pulex,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia pulex,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,100630,2020,3,geomean,1.72856384999381,"high_cv,species_secondary"
HWATZEJQIXKWQS-UHFFFAOYSA-N,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(F)(F)F)n1,COc1cc(OC)nc(NC(=O)N[S](=O)(=O)c2ncccc2C(F)(F)F)n1,104040-78-0,,,daphnia_acute_ec50,106.0,mg/L,-3.5843430931969826,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2103311,2013,1,single,,
RZVAJINKPMORJF-UHFFFAOYSA-N,CC(=O)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)cc1,103-90-2,,,daphnia_acute_ec50,11.895687952358825,mg/L,-4.103769486455101,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2051746,2012,12,geomean,0.7805928230959611,high_cv
LCCNCVORNKJIRZ-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,CCO[P](=S)(OCC)Oc1ccc(cc1)[N+]([O-])=O,56-38-2,,,daphnia_acute_ec50,0.0016103335166084882,mg/L,-8.257026448921719,,Daphnia pulex,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia pulex,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,606176,2012,13,geomean,0.9010127773441802,"high_cv,species_secondary"
DQKWXTIYGWPGOO-UHFFFAOYSA-N,CCCCCCCC(=O)Oc1c(Br)cc(C#N)cc1Br,CCCCCCCC(=O)Oc1c(Br)cc(cc1Br)C#N,1689-99-2,,,daphnia_acute_ec50,0.1300433982679243,mg/L,-6.489015558823929,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2019876,2012,46,geomean,2.5961672869700294,"extreme_variance,high_cv,species_secondary"
KAATUXNTWXVJKI-UHFFFAOYSA-N,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,52315-07-8,,,daphnia_acute_ec50,0.0004234585797621563,mg/L,-8.991314801703476,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,726356,2008,8,geomean,0.5581810575073951,high_cv
KEQGZUUPPQEDPF-UHFFFAOYSA-N,CC1(C)C(=O)N(Cl)C(=O)N1Cl,CC1(C)N(Cl)C(=O)N(Cl)C1=O,118-52-5,,,daphnia_acute_ec50,0.551901089711888,mg/L,-5.550351904038376,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2117077,2013,4,geomean,0.3167626330748735,
BIWJNBZANLAXMG-UHFFFAOYSA-N,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,12789-03-6,,,daphnia_acute_ec50,0.07599145795038298,mg/L,-6.727544881011251,,Daphnia pulex,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia pulex,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,601574,2012,3,geomean,0.6760970998057722,"high_cv,species_secondary"
BGZZWXTVIYUUEY-UHFFFAOYSA-N,CS(=O)(=O)NC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],[Na+].C[S](=O)(=O)[N-]C(=O)c1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O,108731-70-0,,,daphnia_acute_ec50,341.640161573548,mg/L,-3.107895295620624,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2100192,2013,2,geomean,0.21080173216270448,
OWZREIFADZCYQD-IVAAQHKWSA-N,CC1(C)C(C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Br)Br,CC1(C)[C@@H](C=C(Br)Br)[C@H]1C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2,52918-63-5,,,daphnia_acute_ec50,0.0006839777177802878,mg/L,-8.866502863411151,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2243531,2015,13,geomean,2.299778379497383,"extreme_variance,high_cv"
HGINCPLSRVDWNT-UHFFFAOYSA-N,C=CC=O,C=CC=O,107-02-8,,,daphnia_acute_ec50,0.045828328586785004,mg/L,-6.087257263284658,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2112074,2013,4,geomean,0.574947945293954,high_cv
QNBTYORWCCMPQP-JXAWBTAJSA-N,COc1ccc(/C(=C\C(=O)N2CCOCC2)c2ccc(Cl)cc2)cc1OC,COc1ccc(cc1OC)C(=C\C(=O)N2CCOCC2)/c3ccc(Cl)cc3,110488-70-5,,,daphnia_acute_ec50,10.6,mg/L,-4.562543934932335,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2115069,2013,1,single,,
URLKBWYHVLBVBO-UHFFFAOYSA-N,Cc1ccc(C)cc1,Cc1ccc(C)cc1,106-42-3,,,daphnia_acute_ec50,4.877694127351571,mg/L,-4.33741178486598,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,181575,2018,2,geomean,0.043469679171304114,
RIZMRRKBZQXFOY-UHFFFAOYSA-N,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,CCO[P](=S)(OCC)SCS[P](=S)(OCC)OCC,563-12-2,,,daphnia_acute_ec50,0.00039597979746446634,mg/L,-8.986644189472598,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,603710,2012,4,geomean,1.1094181643251635,"high_cv,species_secondary"
DIOZMSACJPTBST-UHFFFAOYSA-N,O=C(O)C1CC1C(=O)Nc1ccc(Cl)cc1Cl,OC(=O)C1CC1C(=O)Nc2ccc(Cl)cc2Cl,113136-77-9,,,daphnia_acute_ec50,8.06225774829855,mg/L,-4.5296995234677695,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2106282,2013,2,geomean,0.628539361054709,high_cv
RLLPVAHGXHCWKJ-KKFHFHRHSA-N,CC1(C)C(C(=O)OCc2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Cl)Cl,CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)OCc2cccc(Oc3ccccc3)c2,52645-53-1,,,daphnia_acute_ec50,0.0012683607346052623,mg/L,-8.487909725914701,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2102771,2013,10,geomean,1.2697392885413668,high_cv
FSCWZHGZWWDELK-UHFFFAOYSA-N,C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,50471-44-8,,,daphnia_acute_ec50,3.309078421554859,mg/L,-4.9351316265498255,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2104776,2013,2,geomean,0.1382314008334604,
VEVZCONIUDBCDC-UHFFFAOYSA-N,CC(C)C(O)(c1ccc(OC(F)(F)F)cc1)c1cncnc1,CC(C)C(O)(c1ccc(OC(F)(F)F)cc1)c2cncnc2,56425-91-3,,,daphnia_acute_ec50,11.024518130059018,mg/L,-4.451946067249167,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2106868,2013,2,geomean,0.09598734586242726,
FZRBKIRIBLNOAM-UHFFFAOYSA-N,C#CCOC(=O)C=C(C)C=CCC(C)CCCC(C)C,CC(C)CCCC(C)C\C=C\C(C)=C\C(=O)OCC#C,42588-37-4,,,daphnia_acute_ec50,0.1,mg/L,-6.44123771568393,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2109976,2013,1,single,,
HQUQLFOMPYWACS-UHFFFAOYSA-N,O=P(OCCCl)(OCCCl)OCCCl,ClCCO[P](=O)(OCCCl)OCCCl,115-96-8,,,daphnia_acute_ec50,173.72760589873195,mg/L,-3.2133789703213282,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2737925,2024,3,geomean,0.02609638119421284,
OCJBOOLMMGQPQU-UHFFFAOYSA-N,Clc1ccc(Cl)cc1,Clc1ccc(Cl)cc1,106-46-7,,,daphnia_acute_ec50,0.7,mg/L,-5.319162609095304,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,68785,2018,1,single,,
INISTDXBRIBGOC-UHFFFAOYSA-N,CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,CC(C)[C@@H](Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,102851-06-9,,,daphnia_acute_ec50,0.00094,mg/L,-8.727685811695222,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2105876,2013,1,single,,
JBDHZKLJNAIJNC-UHFFFAOYSA-N,C#CCOC(=O)C(C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1,C[C@@H](Oc1ccc(Oc2ncc(Cl)cc2F)cc1)C(=O)OCC#C,105512-06-9,,,daphnia_acute_ec50,10.908712114635716,mg/L,-4.505116293977671,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2110424,2013,2,geomean,1.32223219246265,high_cv
BBEAQIROQSPTKN-UHFFFAOYSA-N,c1cc2ccc3cccc4ccc(c1)c2c34,c1cc2ccc3cccc4ccc(c1)c2c34,129-00-0,,,daphnia_acute_ec50,0.01567117327457857,mg/L,-7.110418060331407,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,713288,2008,9,geomean,0.48760676654195373,
INFDPOAKFNIJBF-UHFFFAOYSA-N,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,C[n+]1ccc(cc1)c2cc[n+](C)cc2,4685-14-7,,,daphnia_acute_ec50,9.235571257686924,mg/L,-4.304316682775091,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2352258,2016,4,geomean,0.7134304599173582,"high_cv,species_secondary"
CJTZDYDOPZRFTF-UHFFFAOYSA-N,CCCCCCCCCCC(C)c1ccc(S(=O)(=O)O)cc1,[Na+].CCCCCCCCCCC(C)c1ccc(cc1)[S]([O-])(=O)=O,42615-29-2,,,daphnia_acute_ec50,7.013723418107524,mg/L,-4.667524091757871,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2361841,2016,25,geomean,0.718239533098533,high_cv
GHXZTYHSJHQHIJ-UHFFFAOYSA-N,N=C(N=C(N)NCCCCCCN=C(N)N=C(N)Nc1ccc(Cl)cc1)Nc1ccc(Cl)cc1,CC(O)=O.CC(O)=O.NC(Nc1ccc(Cl)cc1)=NC(N)=NCCCCCCN=C(N)N=C(N)Nc2ccc(Cl)cc2,56-95-1,,,daphnia_acute_ec50,0.063,mg/L,-6.903265045039837,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2105312,2013,1,single,,
YZBOVSFWWNVKRJ-UHFFFAOYSA-N,CCCCOC(=O)c1ccccc1C(=O)O,CCCCOC(=O)c1ccccc1C(O)=O,131-70-4,,,daphnia_acute_ec50,190.99738218101322,mg/L,-3.0655000423385754,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2720728,2023,2,geomean,0.6712626586379208,high_cv
IDCPFAYURAQKDZ-UHFFFAOYSA-N,N=C(N)N[N+](=O)[O-],NC(N)=N[N+]([O-])=O,556-88-7,,,daphnia_acute_ec50,1024.0,mg/L,-2.0068729415108906,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2060841,2012,1,single,,
YVGGHNCTFXOJCH-UHFFFAOYSA-N,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,50-29-3,,,daphnia_acute_ec50,0.0011182786116736032,mg/L,-8.497887375768684,,Daphnia pulex,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia pulex,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,100504,2020,10,geomean,0.8793211555849768,"high_cv,species_secondary"
PUYXTUJWRLOUCW-UHFFFAOYSA-N,CCCN(CC)CC1COC2(CCC(C(C)(C)C)CC2)O1,CCCN(CC)CC1COC2(CCC(CC2)C(C)(C)C)O1,118134-30-8,,,daphnia_acute_ec50,4.164132562731403,mg/L,-4.8536218313641655,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2111171,2013,2,geomean,0.6428243465332251,high_cv
KDFFXYVOTKKBDI-UHFFFAOYSA-N,CCNc1cccc2ccccc12,CCNc1cccc2ccccc12,118-44-5,,,daphnia_acute_ec50,0.7,mg/L,-5.388164151471041,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,200084,2001,1,single,,
BSYNRYMUTXBXSQ-UHFFFAOYSA-N,CC(=O)Oc1ccccc1C(=O)O,CC(=O)Oc1ccccc1C(O)=O,50-78-2,,,daphnia_acute_ec50,215.80123211134716,mg/L,-2.9213205328335903,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2009319,2012,3,geomean,1.420288347702537,high_cv
HJJVPARKXDDIQD-UHFFFAOYSA-N,Clc1ccc(C2(Cn3cncn3)CC(Br)CO2)c(Cl)c1,Clc1ccc(c(Cl)c1)C2(CC(Br)CO2)Cn3cncn3,116255-48-2,,,daphnia_acute_ec50,0.8697700845625814,mg/L,-5.634573616863982,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2107508,2013,2,geomean,1.3874560436637542,high_cv
SIYLLGKDQZGJHK-UHFFFAOYSA-N,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,[Cl-].CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,121-54-0,,,daphnia_acute_ec50,0.39,mg/L,-6.024170853797841,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2682674,2022,1,single,,
WJYIASZWHGOTOU-UHFFFAOYSA-N,CCCCCCCN,CCCCCCCN,111-68-2,,,daphnia_acute_ec50,9.4,mg/L,-4.088083659210834,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,200104,2001,1,single,,
YXFVVABEGXRONW-UHFFFAOYSA-N,Cc1ccccc1,Cc1ccccc1,108-88-3,,,daphnia_acute_ec50,8.535420071842031,mg/L,-4.032858337295021,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,181544,2018,4,geomean,0.6731632752362224,high_cv
NNKVPIKMPCQWCG-UHFFFAOYSA-N,COP(N)(=O)SC,CO[P](N)(=O)SC,10265-92-6,,,daphnia_acute_ec50,0.03274178649183319,mg/L,-6.634120855885918,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2115810,2013,3,geomean,0.39544489037701563,
QSNSCYSYFYORTR-UHFFFAOYSA-N,Nc1ccc(Cl)cc1,Nc1ccc(Cl)cc1,106-47-8,,,daphnia_acute_ec50,0.23929189431258913,mg/L,-5.72494028056781,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2455613,2019,3,geomean,0.23966371817435983,
NUPJIGQFXCQJBK-UHFFFAOYSA-N,COCc1cnc(C2=NC(=O)C(C)(C(C)C)N2)c(C(=O)O)c1,COCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(c1)C(O)=O,114311-32-9,,,daphnia_acute_ec50,122.0,mg/L,-3.398135832877208,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2099501,2013,1,single,,
TYIYMOAHACZAMQ-UHFFFAOYSA-N,CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C#N)cc2F)cc1,CCCCOC(=O)[C@@H](C)Oc1ccc(Oc2ccc(cc2F)C#N)cc1,122008-85-9,,,daphnia_acute_ec50,5.402468007656222,mg/L,-4.820243416229807,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2111143,2013,3,geomean,1.6497290789709396,high_cv
DMBHHRLKUKUOEG-UHFFFAOYSA-N,c1ccc(Nc2ccccc2)cc1,N(c1ccccc1)c2ccccc2,122-39-4,,,daphnia_acute_ec50,1.2336183815950599,mg/L,-5.136934907325601,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2060856,2012,5,geomean,0.6853730192115935,high_cv
LVDKZNITIUWNER-UHFFFAOYSA-N,O=[N+]([O-])C(Br)(CO)CO,OCC(Br)(CO)[N+]([O-])=O,52-51-7,,,daphnia_acute_ec50,1.6,mg/L,-5.094619638100303,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2115490,2013,1,single,,
NJPPVKZQTLUDBO-UHFFFAOYSA-N,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(OC(F)(F)C(F)OC(F)(F)F)c(Cl)c1,FC(OC(F)(F)F)C(F)(F)Oc1ccc(NC(=O)NC(=O)c2c(F)cccc2F)cc1Cl,116714-46-6,,,daphnia_acute_ec50,0.00431,mg/L,-8.057498698843464,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2102217,2013,1,single,,
CWJSHJJYOPWUGX-UHFFFAOYSA-N,CC(C)OC(=O)Nc1cccc(Cl)c1,CC(C)OC(=O)Nc1cccc(Cl)c1,101-21-3,,,daphnia_acute_ec50,3.7,mg/L,-4.760291344481242,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2112981,2013,1,single,,
SPSSULHKWOKEEL-UHFFFAOYSA-N,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],Cc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,118-96-7,,,daphnia_acute_ec50,12.890600688659386,mg/L,-4.245786821895869,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2060832,2012,3,geomean,0.13585820320538622,
