inchikey,smiles_canonical,smiles_original,cas,name,chembl_id,endpoint,value,value_units,value_log,value_class,species,species_taxonomy,test_type,exposure_route,exposure_duration_h,effect,source,source_ref,source_record_id,year_reported,aggregation_n,aggregation_method,aggregation_cv,quality_flags
TWFZGCMQGLPBSX-UHFFFAOYSA-N,COC(=O)Nc1nc2ccccc2[nH]1,COC(=O)Nc1[nH]c2ccccc2n1,10605-21-7,,,daphnia_acute_ec50,0.2224334474973893,mg/L,-5.933991220739753,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2431220,2018,6,geomean,1.3074603328625296,high_cv
ZZYSLNWGKKDOML-UHFFFAOYSA-N,CCc1nn(C)c(C(=O)NCc2ccc(C(C)(C)C)cc2)c1Cl,CCc1nn(C)c(C(=O)NCc2ccc(cc2)C(C)(C)C)c1Cl,119168-77-3,,,daphnia_acute_ec50,0.0402,mg/L,-6.918427830229147,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2106580,2013,1,single,,
KPWDGTGXUYRARH-UHFFFAOYSA-N,OCC(Cl)(Cl)Cl,OCC(Cl)(Cl)Cl,115-20-8,,,daphnia_acute_ec50,234.467179740934,mg/L,-2.799959364955434,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2455888,2019,3,geomean,0.25693264752312434,species_secondary
QGSRKGWCQSATCL-UHFFFAOYSA-N,O=c1ssc(Cl)c1Cl,ClC1=C(Cl)C(=O)SS1,1192-52-5,,,daphnia_acute_ec50,0.2853068523537422,mg/L,-5.81391289590889,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2103657,2013,2,geomean,1.4100153842092564,high_cv
LQDARGUHUSPFNL-UHFFFAOYSA-N,FC(F)C(F)(F)OCC(Cn1cncn1)c1ccc(Cl)cc1Cl,FC(F)C(F)(F)OCC(Cn1cncn1)c2ccc(Cl)cc2Cl,112281-77-3,,,daphnia_acute_ec50,2.841496084811661,mg/L,-5.115852050275668,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2106809,2013,2,geomean,0.10916736270950207,
HOKKPVIRMVDYPB-UHFFFAOYSA-N,N#CN=C1SCCN1Cc1ccc(Cl)nc1,Clc1ccc(CN2CCSC2=NC#N)cn1,111988-49-9,,,daphnia_acute_ec50,18.312649142436786,mg/L,-4.138690113683282,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2556707,2020,3,geomean,0.44055764045592505,
ICUTUKXCWQYESQ-UHFFFAOYSA-N,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,Clc1ccc(NC(=O)Nc2ccc(Cl)c(Cl)c2)cc1,101-20-2,,,daphnia_acute_ec50,0.005900000000000001,mg/L,-7.726047270644545,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2601537,2021,1,single,,
YOYAIZYFCNQIRF-UHFFFAOYSA-N,N#Cc1c(Cl)cccc1Cl,Clc1cccc(Cl)c1C#N,1194-65-6,,,daphnia_acute_ec50,6.121593274209693,mg/L,-4.446040845546996,,Daphnia pulex,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia pulex,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,602763,2012,3,geomean,0.4782325227327691,species_secondary
IVSZLXZYQVIEFR-UHFFFAOYSA-N,Cc1cccc(C)c1,Cc1cccc(C)c1,108-38-3,,,daphnia_acute_ec50,6.2436440589119915,mg/L,-4.230188211165006,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2806534,2025,3,geomean,0.7457281864254853,high_cv
PPBRXRYQALVLMV-UHFFFAOYSA-N,C=Cc1ccccc1,C=Cc1ccccc1,100-42-5,,,daphnia_acute_ec50,4.7,mg/L,-4.3451968156589285,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,180720,2000,1,single,,
JECYUBVRTQDVAT-UHFFFAOYSA-N,CC(=O)c1ccccc1O,CC(=O)c1ccccc1O,118-93-4,,,daphnia_acute_ec50,51.85942537282882,mg/L,-3.418878601136409,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2115247,2013,2,geomean,0.12090778775331935,
WCEIQUQVIOGRBF-ZYBGGCANSA-N,CC1(C)CCC[C@@]2(C)[C@@H]3CC4C([C@@H]31)C42C,CC1(C)CCC[C@@]2(C)[C@@H]3CC4C([C@H]13)C24C,1137-12-8,,,daphnia_acute_ec50,0.065,mg/L,-6.497116434891558,,Daphnia pulex,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia pulex,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,208957,2002,1,single,,species_secondary
CWFOCCVIPCEQCK-UHFFFAOYSA-N,CCOCn1c(-c2ccc(Cl)cc2)c(C#N)c(Br)c1C(F)(F)F,CCOCn1c(c2ccc(Cl)cc2)c(C#N)c(Br)c1C(F)(F)F,122453-73-0,,,daphnia_acute_ec50,0.0078,mg/L,-7.716398844112778,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2104414,2013,1,single,,
UUIVKBHZENILKB-UHFFFAOYSA-N,N#CC(Br)(Br)C(N)=O,NC(=O)C(Br)(Br)C#N,10222-01-2,,,daphnia_acute_ec50,0.8797726979169108,mg/L,-5.435575375021015,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2102915,2013,2,geomean,0.03214121732666128,
XDDAORKBJWWYJS-UHFFFAOYSA-N,O=C(O)CNCP(=O)(O)O,OC(=O)CNC[P](O)(O)=O,1071-83-6,,,daphnia_acute_ec50,60.738543472295376,mg/L,-3.444458330070676,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,156521,2019,8,geomean,2.2046678329982035,high_cv
OQMBBFQZGJFLBU-UHFFFAOYSA-N,CCOc1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],CCOc1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O,42874-03-3,,,daphnia_acute_ec50,0.34641016151377546,mg/L,-6.017956120944038,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2112792,2013,2,geomean,1.271002062385946,high_cv
FIPWRIJSWJWJAI-UHFFFAOYSA-N,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,CCCCOCCOCCOCc1cc2OCOc2cc1CCC,51-03-6,,,daphnia_acute_ec50,1.0457370742283187,mg/L,-5.50976307123474,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,779649,2010,2,geomean,0.8707457647749296,high_cv
NEUSVAOJNUQRTM-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC[n+]1ccccc1,[Cl-].CCCCCCCCCCCCCCCC[n+]1ccccc1,123-03-5,,,daphnia_acute_ec50,0.00736,mg/L,-7.616423961956665,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2099745,2013,1,single,,
FJDUDHYHRVPMJZ-UHFFFAOYSA-N,CCCCCCCCCN,[Cl-].CCCCCCCCC[NH3+],112-20-9,,,daphnia_acute_ec50,1.6,mg/L,-4.951724154349461,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,199585,2001,1,single,,
JHVLLYQQQYIWKX-UHFFFAOYSA-N,O=C(CBr)OCc1ccccc1,BrCC(=O)OCc1ccccc1,5437-45-6,,,daphnia_acute_ec50,0.23,mg/L,-5.99616623039358,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2111410,2013,1,single,,
PXMNMQRDXWABCY-UHFFFAOYSA-N,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn2cncn2,107534-96-3,,,daphnia_acute_ec50,4.636530693096856,mg/L,-4.821150508724994,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2489219,2019,4,geomean,0.7299970201424779,high_cv
PNVJTZOFSHSLTO-UHFFFAOYSA-N,COP(=S)(OC)Oc1ccc(SC)c(C)c1,CO[P](=S)(OC)Oc1ccc(SC)c(C)c1,55-38-9,,,daphnia_acute_ec50,0.005867924909765955,mg/L,-7.675591527224144,,Daphnia pulex,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia pulex,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,604120,2012,4,geomean,1.50112772063633,"high_cv,species_secondary"
QAOWNCQODCNURD-UHFFFAOYSA-N,O=S(=O)(O)O,[Cd++].[O-][S]([O-])(=O)=O,10124-36-4,,,daphnia_acute_ec50,0.14396320606499385,mg/L,-5.8328299817467535,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,235906,2007,4,geomean,1.5109792541613503,high_cv
HFZWRUODUSTPEG-UHFFFAOYSA-N,Oc1ccc(Cl)cc1Cl,Oc1ccc(Cl)cc1Cl,120-83-2,,,daphnia_acute_ec50,2.129551540353978,mg/L,-4.881130124183048,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2309502,2018,2,geomean,0.5606760870620585,high_cv
ATGUVEKSASEFFO-UHFFFAOYSA-N,Nc1ccc(Nc2ccccc2)cc1,Nc1ccc(Nc2ccccc2)cc1,101-54-2,,,daphnia_acute_ec50,0.37,mg/L,-5.696852178575539,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,202324,2001,1,single,,
WVQBLGZPHOPPFO-UHFFFAOYSA-N,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,CCc1cccc(C)c1N(C(C)COC)C(=O)CCl,51218-45-2,,,daphnia_acute_ec50,20.08948388950455,mg/L,-4.14902310168271,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2099607,2013,7,geomean,0.6690612568801406,high_cv
CCEKAJIANROZEO-UHFFFAOYSA-N,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4151-50-2,,,daphnia_acute_ec50,1.3328887406583814,mg/L,-5.597004172376348,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2531507,2020,3,geomean,0.7650453532755753,high_cv
IVENSCMCQBJAKW-UHFFFAOYSA-N,CCNc1nc(N)nc(Cl)n1,CCNc1nc(N)nc(Cl)n1,1007-28-9,,,daphnia_acute_ec50,34.5,mg/L,-3.7003445351732847,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2459646,2019,1,single,,
VGPIBGGRCVEHQZ-UHFFFAOYSA-N,CC(C)(C)C(O)C(Oc1ccc(-c2ccccc2)cc1)n1cncn1,CC(C)(C)C(O)C(Oc1ccc(cc1)c2ccccc2)n3cncn3,55179-31-2,,,daphnia_acute_ec50,5.735852159879994,mg/L,-4.769262604071828,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2114630,2013,2,geomean,0.2780077943126597,
BAZVSMNPJJMILC-UHFFFAOYSA-N,CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n2cncn2,55219-65-3,,,daphnia_acute_ec50,2.5,mg/L,-5.072042084504337,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2105433,2013,1,single,,
RLGQACBPNDBWTB-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC[N+](C)(C)C,[Cl-].CCCCCCCCCCCCCCCC[N+](C)(C)C,112-02-7,,,daphnia_acute_ec50,0.0149,mg/L,-7.280638214050801,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2683306,2022,1,single,,
VAOCPAMSLUNLGC-UHFFFAOYSA-N,Cc1ncc([N+](=O)[O-])n1CCO,Cc1ncc(n1CCO)[N+]([O-])=O,443-48-1,,,daphnia_acute_ec50,459.34736311423427,mg/L,-2.571018388336487,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2111622,2013,2,geomean,0.9213992574008025,high_cv
JLTDJTHDQAWBAV-UHFFFAOYSA-N,CN(C)c1ccccc1,CN(C)c1ccccc1,121-69-7,,,daphnia_acute_ec50,5.613376880274474,mg/L,-4.333881026711459,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,199610,2001,2,geomean,1.0076271631908302,high_cv
GYSSRZJIHXQEHQ-UHFFFAOYSA-N,CC1=C(C(=O)Nc2ccccc2)SCCO1,CC1=C(SCCO1)C(=O)Nc2ccccc2,5234-68-4,,,daphnia_acute_ec50,69.3599307958132,mg/L,-3.530082458707575,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2109322,2013,2,geomean,0.2740413833735701,
VSVAQRUUFVBBFS-UHFFFAOYSA-N,O=c1c(C2CC(c3ccc(-c4ccc(Br)cc4)cc3)Cc3ccccc32)c(O)sc2ccccc12,OC1=C(C2CC(Cc3ccccc23)c4ccc(cc4)c5ccc(Br)cc5)C(=O)c6ccccc6S1,104653-34-1,,,daphnia_acute_ec50,0.0044,mg/L,-8.087378202792443,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2101466,2013,1,single,,
BTJIUGUIPKRLHP-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(O)cc1,Oc1ccc(cc1)[N+]([O-])=O,100-02-7,,,daphnia_acute_ec50,10.929204819337874,mg/L,-4.104510408470391,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2105127,2013,5,geomean,0.8934479865026056,high_cv
AMEKQAFGQBKLKX-UHFFFAOYSA-N,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,CC1=C(C(=O)Nc2ccccc2)[S](=O)(=O)CCO1,5259-88-1,,,daphnia_acute_ec50,69.1,mg/L,-3.587125152526334,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2112235,2013,1,single,,
BXJHOKLLMOYSRQ-WFKFFMJQSA-N,CCCC/C=C/CC/C=C\CCCCCCOC(C)=O,CCCC/C=C/CC\C=C/CCCCCCOC(C)=O,53042-79-8,,,daphnia_acute_ec50,0.5157644098096541,mg/L,-5.735079110698084,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2104111,2013,3,geomean,0.4330127018922193,
QYMMJNLHFKGANY-UHFFFAOYSA-N,CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,CCCS[P](=O)(OCC)Oc1ccc(Br)cc1Cl,41198-08-7,,,daphnia_acute_ec50,0.0011407985934268874,mg/L,-8.513258236943965,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2112008,2013,5,geomean,0.6566015455239476,high_cv
UFBJCMHMOXMLKC-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,[Na+].[O-]c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1011-73-0,,,daphnia_acute_ec50,5.636915973998958,mg/L,-4.513804634629579,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2703344,2023,3,geomean,0.8233537894717885,high_cv
RQDJADAKIFFEKQ-UHFFFAOYSA-N,N#CC(CCc1ccc(Cl)cc1)(Cn1cncn1)c1ccccc1,Clc1ccc(CCC(Cn2cncn2)(C#N)c3ccccc3)cc1,114369-43-6,,,daphnia_acute_ec50,2.3,mg/L,-5.164758991410139,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2110044,2013,1,single,,
XZZNDPSIHUTMOC-UHFFFAOYSA-N,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,O=[P](Oc1ccccc1)(Oc2ccccc2)Oc3ccccc3,115-86-6,,,daphnia_acute_ec50,1.0005932219228324,mg/L,-5.513054346502337,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2483826,2019,4,geomean,0.35709968432414785,
WURBVZBTWMNKQT-UHFFFAOYSA-N,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,43121-43-3,,,daphnia_acute_ec50,7.45034327569878,mg/L,-4.594829317568389,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2102739,2013,5,geomean,0.5798783424728624,high_cv
REEQLXCGVXDJSQ-UHFFFAOYSA-N,O=C(O)COc1nc(Cl)c(Cl)cc1Cl,OC(=O)COc1nc(Cl)c(Cl)cc1Cl,55335-06-3,,,daphnia_acute_ec50,132.9,mg/L,-3.2828885987230767,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2109836,2013,2,geomean,0.0,
FJDPATXIBIBRIM-UHFFFAOYSA-N,CC(C)=CC1C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,CC(C)=CC1C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,39515-40-7,,,daphnia_acute_ec50,0.0006289674077406553,mg/L,-8.775615523836807,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2104194,2013,2,geomean,0.5133071448613457,high_cv
BACHBFVBHLGWSL-UHFFFAOYSA-N,COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,51338-27-3,,,daphnia_acute_ec50,0.7090586711991945,mg/L,-5.680831121837533,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2102633,2013,4,geomean,0.7883898264935427,high_cv
QTYCMDBMOLSEAM-UHFFFAOYSA-N,CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn3cncn3,125225-28-7,,,daphnia_acute_ec50,1.7,mg/L,-5.292204961935343,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2099187,2013,1,single,,
TYMLOMAKGOJONV-UHFFFAOYSA-N,Nc1ccc([N+](=O)[O-])cc1,Nc1ccc(cc1)[N+]([O-])=O,100-01-6,,,daphnia_acute_ec50,17.0,mg/L,-3.909565239282344,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,199616,2001,1,single,,
BQYJATMQXGBDHF-UHFFFAOYSA-N,CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1,CC1COC(Cn2cncn2)(O1)c3ccc(Oc4ccc(Cl)cc4)cc3Cl,119446-68-3,,,daphnia_acute_ec50,0.7064274247318318,mg/L,-5.758456843129707,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2107804,2013,2,geomean,0.12156211499508361,
QYPNKSZPJQQLRK-UHFFFAOYSA-N,CCc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)cc1,CCc1ccc(cc1)C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C,112410-23-8,,,daphnia_acute_ec50,13.364131097830487,mg/L,-4.42086721666361,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2113020,2013,2,geomean,1.202638305010191,high_cv
