inchikey,smiles_canonical,smiles_original,cas,name,chembl_id,endpoint,value,value_units,value_log,value_class,species,species_taxonomy,test_type,exposure_route,exposure_duration_h,effect,source,source_ref,source_record_id,year_reported,aggregation_n,aggregation_method,aggregation_cv,quality_flags
SFBIZPBTKROSDE-UHFFFAOYSA-N,CCCCCCCCOC(=O)C(C)O,CCCCCCCCOC(=O)C(C)O,5464-71-1,,,daphnia_acute_ec50,40.804411526206316,mg/L,-3.6949814386210935,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,206884,2002,2,geomean,0.13797205486566783,
LOCWBQIWHWIRGN-UHFFFAOYSA-N,Nc1ccc([N+](=O)[O-])cc1Cl,Nc1ccc(cc1Cl)[N+]([O-])=O,121-87-9,,,daphnia_acute_ec50,1.7492855684535902,mg/L,-4.992677720002057,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,39276,2018,2,geomean,0.04040610178208847,
MLKCGVHIFJBRCD-UHFFFAOYSA-N,CCOC(=O)C(Cl)Cc1cc(-n2nc(C)n(C(F)F)c2=O)c(F)cc1Cl,CCOC(=O)C(Cl)Cc1cc(N2N=C(C)N(C(F)F)C2=O)c(F)cc1Cl,128639-02-1,,,daphnia_acute_ec50,9.8,mg/L,-4.62265424064471,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2106240,2013,1,single,,
BPRYUXCVCCNUFE-UHFFFAOYSA-N,Cc1cc(C)c(O)c(C)c1,Cc1cc(C)c(O)c(C)c1,527-60-6,,,daphnia_acute_ec50,3.3,mg/L,-4.615308492587334,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2455505,2019,1,single,,
OORLZFUTLGXMEF-UHFFFAOYSA-N,Cc1nn(-c2cc(NS(C)(=O)=O)c(Cl)cc2Cl)c(=O)n1C(F)F,CC1=NN(C(=O)N1C(F)F)c2cc(N[S](C)(=O)=O)c(Cl)cc2Cl,122836-35-5,,,daphnia_acute_ec50,60.4,mg/L,-3.8055299705852987,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2105558,2013,1,single,,
WRXOZRLZDJAYDR-UHFFFAOYSA-N,Cc1cccc(S)c1,Cc1cccc(S)c1,108-40-7,,,daphnia_acute_ec50,0.007,mg/L,-7.24844505990974,,Daphnia pulex,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia pulex,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,100632,2020,1,single,,species_secondary
CHIFOSRWCNZCFN-UHFFFAOYSA-N,CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-],CCC(CC)Nc1c(cc(C)c(C)c1[N+]([O-])=O)[N+]([O-])=O,40487-42-1,,,daphnia_acute_ec50,1.1949895397031725,mg/L,-5.371554761497145,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2103272,2013,2,geomean,1.2670091766985723,high_cv
CRDAMVZIKSXKFV-YFVJMOTDSA-N,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,CC(C)=CCC\C(C)=C\CC\C(C)=C\CO,4602-84-0,,,daphnia_acute_ec50,2.2,mg/L,-5.00431817901312,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2110158,2013,1,single,,
MRUAUOIMASANKQ-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-],CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC([O-])=O,4292-10-8,,,daphnia_acute_ec50,9.54,mg/L,-4.554843607533676,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2682684,2022,1,single,,
MZHCENGPTKEIGP-UHFFFAOYSA-N,CC(Oc1ccc(Cl)cc1Cl)C(=O)O,CC(Oc1ccc(Cl)cc1Cl)C(O)=O,120-36-5,,,daphnia_acute_ec50,5.809475019311125,mg/L,-4.605051220375749,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2102699,2013,2,geomean,0.10318296377829443,
FOUWCSDKDDHKQP-UHFFFAOYSA-N,C#CCN1C(=O)COc2cc(F)c(N3C(=O)C4=C(CCCC4)C3=O)cc21,Fc1cc2OCC(=O)N(CC#C)c2cc1N3C(=O)C4=C(CCCC4)C3=O,103361-09-7,,,daphnia_acute_ec50,5.5,mg/L,-4.808765181441744,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2104120,2013,1,single,,
OKIBNKKYNPBDRS-UHFFFAOYSA-N,CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,CC(=O)Nc1cc(N[S](=O)(=O)C(F)(F)F)c(C)cc1C.OCCNCCO,53780-36-2,,,daphnia_acute_ec50,103.0,mg/L,-3.4786083750331906,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2114596,2013,1,single,,
NWBJYWHLCVSVIJ-UHFFFAOYSA-N,c1ccc(CNc2ncnc3[nH]cnc23)cc1,C(Nc1ncnc2nc[nH]c12)c3ccccc3,1214-39-7,,,daphnia_acute_ec50,20.5,mg/L,-4.040624422511549,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2110013,2013,1,single,,
BGRDGMRNKXEXQD-UHFFFAOYSA-N,O=c1ccc(=O)[nH][nH]1,O=C1NNC(=O)C=C1,123-33-1,,,daphnia_acute_ec50,107.5,mg/L,-3.0179153170618886,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2116648,2013,1,single,,
QAYICIQNSGETAS-UHFFFAOYSA-N,CN1CSC(=S)N(C)C1,CN1CSC(=S)N(C)C1,533-74-4,,,daphnia_acute_ec50,1.92067696398952,mg/L,-4.9261371919402235,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2109658,2013,2,geomean,1.342402554291906,high_cv
XCLIHDJZGPCUBT-UHFFFAOYSA-N,C[Si](C)(O)O,C[Si](C)(O)O,1066-42-8,,,daphnia_acute_ec50,117.0,mg/L,-2.8957405213220877,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2712285,2023,1,single,,
QIGBRXMKCJKVMJ-UHFFFAOYSA-N,Oc1ccc(O)cc1,Oc1ccc(O)cc1,123-31-9,,,daphnia_acute_ec50,0.194164878389476,mg/L,-5.7533671958243175,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2455517,2019,2,geomean,0.5387480237611789,high_cv
JRBPAEWTRLWTQC-UHFFFAOYSA-N,CCCCCCCCCCCCN,CCCCCCCCCCCCN,124-22-1,,,daphnia_acute_ec50,0.026,mg/L,-6.852701283539914,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,200102,2001,1,single,,
RTHCYVBBDHJXIQ-UHFFFAOYSA-N,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,[H+].[Cl-].CNCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2,56296-78-7,,,daphnia_acute_ec50,6.150121950010423,mg/L,-4.701263114628124,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2161034,2013,2,geomean,0.05629282254775117,
SNIOPGDIGTZGOP-UHFFFAOYSA-N,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O,55-63-0,,,daphnia_acute_ec50,46.0,mg/L,-3.693272959107104,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,44006,2001,1,single,,
WKOLLVMJNQIZCI-UHFFFAOYSA-N,COc1cc(C(=O)O)ccc1O,COc1cc(ccc1O)C(O)=O,121-34-6,,,daphnia_acute_ec50,908.0,mg/L,-2.2673326619429894,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,239712,2007,1,single,,
SJSOFNCYXJUNBT-UHFFFAOYSA-N,COc1cc(C(=O)O)cc(OC)c1OC,COc1cc(cc(OC)c1OC)C(O)=O,118-41-2,,,daphnia_acute_ec50,5200.0,mg/L,-1.6104727666092198,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,239703,2007,1,single,,
RUVINXPYWBROJD-ONEGZZNKSA-N,C/C=C/c1ccc(OC)cc1,COc1ccc(\C=C\C)cc1,4180-23-8,,,daphnia_acute_ec50,4.25,mg/L,-4.542133327893703,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2162265,2013,1,single,,
PBKONEOXTCPAFI-UHFFFAOYSA-N,Clc1ccc(Cl)c(Cl)c1,Clc1ccc(Cl)c(Cl)c1,120-82-1,,,daphnia_acute_ec50,3.0248044870645114,mg/L,-4.7744063513386115,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2806529,2025,2,geomean,0.16050246751592184,
GELCOLZWXWHMIB-UHFFFAOYSA-N,CCCC(CC)(CCC)C(=O)NC,CCCC(CC)(CCC)C(=O)NC,105726-67-8,,,daphnia_acute_ec50,130.0,mg/L,-3.153645953322175,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2112638,2013,1,single,,
GKKDCARASOJPNG-UHFFFAOYSA-N,CC1OC(C)OC(C)OC(C)O1,CC1OC(C)OC(C)OC(C)O1,108-62-3,,,daphnia_acute_ec50,77.66,mg/L,-3.355573952745895,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2106864,2013,1,single,,
PLIKAWJENQZMHA-UHFFFAOYSA-N,Nc1ccc(O)cc1,Nc1ccc(O)cc1,123-30-8,,,daphnia_acute_ec50,0.24,mg/L,-5.657425435144767,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2455452,2019,1,single,,
KGVPNLBXJKTABS-UHFFFAOYSA-N,Cc1cc(=O)[nH]o1,CC1=CC(=O)NO1,10004-44-1,,,daphnia_acute_ec50,30.8,mg/L,-3.507224957974203,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2107882,2013,1,single,,
CNKHSLKYRMDDNQ-UHFFFAOYSA-N,CC(C)(C)N(NC(=O)c1ccc(Cl)cc1)C(=O)c1ccccc1,CC(C)(C)N(NC(=O)c1ccc(Cl)cc1)C(=O)c2ccccc2,112226-61-6,,,daphnia_acute_ec50,3.6,mg/L,-4.962360791682692,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2110197,2013,1,single,,
NCMJQZVNCFTQPG-UHFFFAOYSA-N,CCCCOCCOC(=O)C(C)Oc1ccc(Cl)cc1Cl,CCCCOCCOC(=O)C(C)Oc1ccc(Cl)cc1Cl,53404-31-2,,,daphnia_acute_ec50,1.2549900398011136,mg/L,-5.425202221848901,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2113765,2013,2,geomean,1.41414341463061,high_cv
IOQPZZOEVPZRBK-UHFFFAOYSA-N,CCCCCCCCN,CCCCCCCCN,111-86-4,,,daphnia_acute_ec50,1.9,mg/L,-4.832346692947549,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,199583,2001,1,single,,
DPBLXKKOBLCELK-UHFFFAOYSA-N,CCCCCN,CCCCCN,110-58-7,,,daphnia_acute_ec50,56.0,mg/L,-3.191854057995271,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,200106,2001,1,single,,
UMKANAFDOQQUKE-UHFFFAOYSA-N,CCCN(CCC)c1c([N+](=O)[O-])cc(S(C)(=O)=O)cc1[N+](=O)[O-],CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)[S](C)(=O)=O)[N+]([O-])=O,4726-14-1,,,daphnia_acute_ec50,0.004,mg/L,-7.935884283773621,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,606058,2012,1,single,,
DMYHGDXADUDKCQ-UHFFFAOYSA-N,CC(C)(C)c1ccc(CCOc2ncnc3ccccc23)cc1,CC(C)(C)c1ccc(CCOc2ncnc3ccccc23)cc1,120928-09-8,,,daphnia_acute_ec50,0.0056,mg/L,-7.737779165187356,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2114108,2013,1,single,,
BGRWYDHXPHLNKA-UHFFFAOYSA-N,CC(=O)N(CCN(C(C)=O)C(C)=O)C(C)=O,CC(=O)N(CCN(C(C)=O)C(C)=O)C(C)=O,10543-57-4,,,daphnia_acute_ec50,1000.0,mg/L,-2.3581462417017045,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2111660,2013,1,single,,
HXDOZKJGKXYMEW-UHFFFAOYSA-N,CCc1ccc(O)cc1,CCc1ccc(O)cc1,123-07-9,,,daphnia_acute_ec50,5.7,mg/L,-4.330745348818201,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2455529,2019,1,single,,
FMGZEUWROYGLAY-UHFFFAOYSA-N,COC(=O)c1c(Cl)nn(C)c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,COC(=O)c1c(Cl)nn(C)c1[S](=O)(=O)NC(=O)Nc2nc(OC)cc(OC)n2,100784-20-1,,,daphnia_acute_ec50,107.0,mg/L,-3.6081471232941404,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2107818,2013,1,single,,
YNTJKQDWYXUTLZ-UHFFFAOYSA-N,CC(Oc1cccc(Cl)c1)C(=O)O,[Na+].CC(Oc1cccc(Cl)c1)C([O-])=O,53404-22-1,,,daphnia_acute_ec50,902.0,mg/L,-2.3458756177264077,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2115498,2013,1,single,,
QHMTXANCGGJZRX-WUXMJOGZSA-N,CC1=NNC(=O)N(/N=C/c2cccnc2)C1,CC1=NNC(=O)N(C1)\N=C\c2cccnc2,123312-89-0,,,daphnia_acute_ec50,87.0,mg/L,-3.397133289134617,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2101780,2013,1,single,,
RAPBNVDSDCTNRC-UHFFFAOYSA-N,CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,CCOC(=O)C(O)(c1ccc(Cl)cc1)c2ccc(Cl)cc2,510-15-6,,,daphnia_acute_ec50,0.87,mg/L,-5.571068648307135,,Daphnia pulex,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia pulex,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,601784,2012,1,single,,species_secondary
YIMQCDZDWXUDCA-UHFFFAOYSA-N,OCC1CCC(CO)CC1,OCC1CCC(CO)CC1,105-08-8,,,daphnia_acute_ec50,100.0,mg/L,-3.158709275734032,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2396902,2017,1,single,,
DFCAFRGABIXSDS-UHFFFAOYSA-N,CCSC(=O)N(CC)C1CCCCC1,CCSC(=O)N(CC)C1CCCCC1,1134-23-2,,,daphnia_acute_ec50,24.0,mg/L,-3.952498588243964,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2105090,2013,1,single,,
ZCNQYNHDVRPZIH-UHFFFAOYSA-N,COC(=O)CSc1cc(N=c2sc(=O)n3n2CCCC3)c(F)cc1Cl,COC(=O)CSc1cc(N=C2SC(=O)N3CCCCN23)c(F)cc1Cl,117337-19-6,,,daphnia_acute_ec50,2.3,mg/L,-5.243601714460619,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2106309,2013,1,single,,
KKEYFWRCBNTPAC-UHFFFAOYSA-N,O=C(O)c1ccc(C(=O)O)cc1,OC(=O)c1ccc(cc1)C(O)=O,100-21-0,,,daphnia_acute_ec50,10.0,mg/L,-4.220177696915629,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2396917,2017,1,single,,
OSUHJPCHFDQAIT-UHFFFAOYSA-N,CCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,100646-51-3,,,daphnia_acute_ec50,0.35,mg/L,-6.026577251702954,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2099820,2013,1,single,,
KPUREKXXPHOJQT-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c([N+](=O)[O-])c1,C[S](=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(c1)[N+]([O-])=O,104206-82-8,,,daphnia_acute_ec50,840.0,mg/L,-2.6059732836430576,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2115012,2013,1,single,,
BHZWBQPHPLFZSV-UHFFFAOYSA-N,CCCCCCC(=O)Oc1c(Br)cc(C#N)cc1Br,CCCCCCC(=O)Oc1c(Br)cc(cc1Br)C#N,56634-95-8,,,daphnia_acute_ec50,0.031,mg/L,-7.096289737248691,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2101469,2013,1,single,,
CXJSOEPQXUCJSA-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1ccc(=O)n(-c2ccccc2)n1,CCO[P](=S)(OCC)OC1=NN(C(=O)C=C1)c2ccccc2,119-12-0,,,daphnia_acute_ec50,0.00092,mg/L,-8.56777368037947,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,748209,2009,1,single,,
UPJMCYOGPGHMHO-UHFFFAOYSA-N,COC(C)(C)CCCC(C)C=CC=C(C)CC(=O)OC(C)C,COC(C)(C)CCCC(C)C\C=C\C(C)=C\C(=O)OC(C)C,40596-69-8,,,daphnia_acute_ec50,0.89,mg/L,-5.542322896309376,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2100396,2013,1,single,,
RTCOGUMHFFWOJV-UHFFFAOYSA-N,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(=O)N(C)C)n1,COc1cc(OC)nc(NC(=O)N[S](=O)(=O)c2ncccc2C(=O)N(C)C)n1,111991-09-4,,,daphnia_acute_ec50,1000.0,mg/L,-2.612890672924058,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2114038,2013,1,single,,
SUSRORUBZHMPCO-UHFFFAOYSA-N,COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+]([O-])=O,42576-02-3,,,daphnia_acute_ec50,0.35,mg/L,-5.988668220934382,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2108622,2013,1,single,,
ZDWSNKPLZUXBPE-UHFFFAOYSA-N,CC(C)(C)c1cc(O)cc(C(C)(C)C)c1,CC(C)(C)c1cc(O)cc(c1)C(C)(C)C,1138-52-9,,,daphnia_acute_ec50,1.7,mg/L,-5.0837703676465695,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2455583,2019,1,single,,
ZFSLODLOARCGLH-UHFFFAOYSA-N,O=c1[nH]c(=O)[nH]c(=O)[nH]1,O=C1NC(=O)NC(=O)N1,108-80-5,,,daphnia_acute_ec50,1000.0,mg/L,-2.1106484234694394,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2111773,2013,1,single,,
DLDJFQGPPSQZKI-UHFFFAOYSA-N,OCC#CCO,OCC#CCO,110-65-6,,,daphnia_acute_ec50,30.2,mg/L,-3.454677202353247,,Daphnia magna,Animalia;Arthropoda;Crustacea;nan;Branchiopoda;Diplostraca;Daphniidae;Daphnia;Daphnia magna,in_vivo,aquatic,48.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2268013,2015,1,single,,
